project_id,overall_risk_score,risk_level,investigation_priority,primary_typology,fraud_probability,synthesized_reasons,primary_reason,secondary_reason,tertiary_reason,financial_anomaly_score,geospatial_anomaly_score,procurement_anomaly_score,contractor_anomaly_score,payment_anomaly_score,progress_anomaly_score,graph_anomaly_score,feature_importance_contributions,scored_at
MPLADS-003789,27.0,LOW,ROUTINE,NORMAL,0.0225,"[""[Financial Execution] Elevated peer-adjusted cost (+322.8% vs peer median for work type)"", ""[Financial Execution] Accelerated disbursement velocity (3.9x peer median disbursement speed)"", ""[Financial Execution] Atypical cost per unit (+346.8% vs peer median rate)"", ""[Geospatial Clustering] High sanctioned funding allocation (+283.6% above regional cluster median)"", ""[Geospatial Clustering] High geographic clustering (19 active works within 25 km radius)""]",[Financial Execution] Elevated peer-adjusted cost (+322.8% vs peer median for work type),[Financial Execution] Accelerated disbursement velocity (3.9x peer median disbursement speed),[Financial Execution] Atypical cost per unit (+346.8% vs peer median rate),100.0,100.0,47.29,82.12,52.62,37.87,42.8,"{""procurement_anomaly_score"": 0.315, ""procurement_anomaly_percentile"": 0.2253, ""max_anomaly_score"": 0.0681}",2026-09-06T09:49:31.232762+00:00
MPLADS-003790,13.3,LOW,ROUTINE,NORMAL,0.0231,"[""Standard MPLADS project execution profile adhering to statutory norms""]",Standard MPLADS project execution profile adhering to statutory norms,,,24.82,13.89,26.08,27.41,34.25,38.87,38.47,"{""financial__sanctioned_amount"": 0.2548, ""geo__infrastructure_gap_index"": 0.1187, ""payment_anomaly_score"": 0.1116}",2026-09-06T09:49:31.233858+00:00
MPLADS-003791,8.9,LOW,ROUTINE,NORMAL,0.0231,"[""[Entity Graph Relationship] HUB_CENTRALITY_SPIKE""]",[Entity Graph Relationship] HUB_CENTRALITY_SPIKE,,,9.66,5.23,23.16,6.68,12.73,19.48,65.85,"{""geospatial_anomaly_score"": 0.0774, ""geo__infrastructure_gap_index"": 0.0773, ""geo__population_density"": 0.0694}",2026-09-06T09:49:31.233858+00:00
MPLADS-003792,11.8,LOW,ROUTINE,NORMAL,0.0314,"[""Standard MPLADS project execution profile adhering to statutory norms""]",Standard MPLADS project execution profile adhering to statutory norms,,,23.18,9.29,23.37,35.11,24.56,25.29,27.5,"{""geo__population_density"": 0.2761, ""geospatial_anomaly_score"": 0.213, ""geospatial_anomaly_percentile"": 0.0752}",2026-09-06T09:49:31.233858+00:00
MPLADS-003793,4.6,LOW,ROUTINE,NORMAL,0.0161,"[""Standard MPLADS project execution profile adhering to statutory norms""]",Standard MPLADS project execution profile adhering to statutory norms,,,2.32,30.14,15.01,5.35,4.41,3.21,14.04,"{""project__planned_duration_days"": 0.0588, ""contractor_anomaly_score"": 0.029, ""graph_anomaly_score"": 0.0197}",2026-09-06T09:49:31.233858+00:00
MPLADS-003794,15.4,LOW,ROUTINE,NORMAL,0.0225,"[""[Entity Graph Relationship] CORPORATE_COLLUSION_NETWORK"", ""[Entity Graph Relationship] HIGH_CONSTITUENCY_AGENCY_CAPTURE"", ""[Entity Graph Relationship] PRE_AWARD_GOVERNANCE_INSTABILITY"", ""[Contractor Capacity] Contractor identified with corporate collusion risk indicators (shared directors, common ownership)"", ""[Contractor Capacity] Recent corporate board/director replacement registered for contractor""]",[Entity Graph Relationship] CORPORATE_COLLUSION_NETWORK,[Entity Graph Relationship] HIGH_CONSTITUENCY_AGENCY_CAPTURE,[Entity Graph Relationship] PRE_AWARD_GOVERNANCE_INSTABILITY,9.49,6.99,20.9,80.91,22.56,25.15,94.2,"{""mean_anomaly_score"": 0.0286, ""financial__sanctioned_amount"": 0.0261, ""max_anomaly_score"": 0.0235}",2026-09-06T09:49:31.233858+00:00
MPLADS-003795,14.5,LOW,ROUTINE,NORMAL,0.0231,"[""[Physical-Financial Trajectory] NORMAL_EXECUTION_PROGRESS""]",[Physical-Financial Trajectory] NORMAL_EXECUTION_PROGRESS,,,27.22,13.47,29.19,39.45,37.52,42.19,29.34,"{""financial__sanctioned_amount"": 0.2387, ""geo__population_density"": 0.104, ""financial_anomaly_percentile"": 0.0761}",2026-09-06T09:49:31.234760+00:00
MPLADS-003796,80.0,CRITICAL,IMMEDIATE,PAYMENT_PROGRESS_MISMATCH,1.0,"[""[Physical-Financial Trajectory] SEVERE_PHYSICAL_FINANCIAL_GAP"", ""[Physical-Financial Trajectory] INSPECTION_DOCUMENTATION_DEFICIT"", ""[Payment Structuring] UNVERIFIED_DISBURSEMENT_BURST"", ""[Entity Graph Relationship] CORPORATE_COLLUSION_NETWORK"", ""[Entity Graph Relationship] HIGH_CONSTITUENCY_AGENCY_CAPTURE""]",[Physical-Financial Trajectory] SEVERE_PHYSICAL_FINANCIAL_GAP,[Physical-Financial Trajectory] INSPECTION_DOCUMENTATION_DEFICIT,[Payment Structuring] UNVERIFIED_DISBURSEMENT_BURST,20.84,11.4,6.7,60.99,68.91,71.86,68.9,"{""progress_anomaly_score"": 5.1829, ""progress_anomaly_percentile"": 0.8801, ""geospatial_anomaly_score"": 0.0845}",2026-09-06T09:49:31.234760+00:00
MPLADS-003797,13.5,LOW,ROUTINE,NORMAL,0.011,"[""[Entity Graph Relationship] NORMAL_GRAPH_TOPOLOGY""]",[Entity Graph Relationship] NORMAL_GRAPH_TOPOLOGY,,,23.1,37.72,15.72,30.03,33.57,37.27,55.0,"{""geo__infrastructure_gap_index"": 0.066, ""project__planned_duration_days"": 0.0321, ""payment_anomaly_percentile"": 0.0237}",2026-09-06T09:49:31.234760+00:00
MPLADS-003798,13.0,LOW,ROUTINE,NORMAL,0.0182,"[""Standard MPLADS project execution profile adhering to statutory norms""]",Standard MPLADS project execution profile adhering to statutory norms,,,28.54,8.06,32.47,33.17,37.3,32.56,28.39,"{""financial__sanctioned_amount"": 0.1431, ""financial_anomaly_percentile"": 0.0779, ""payment_anomaly_score"": 0.0612}",2026-09-06T09:49:31.234760+00:00
MPLADS-003799,21.0,LOW,ROUTINE,NORMAL,0.0182,"[""[Contractor Capacity] Contractor backlog exceeds registered financial capacity (value-to-capacity ratio 3.21)"", ""[Contractor Capacity] Contractor identified with corporate collusion risk indicators (shared directors, common ownership)"", ""[Contractor Capacity] High constituency allocation concentration (60.1% of works in single constituency)"", ""[Entity Graph Relationship] CORPORATE_COLLUSION_NETWORK"", ""[Entity Graph Relationship] HIGH_CONSTITUENCY_AGENCY_CAPTURE""]",[Contractor Capacity] Contractor backlog exceeds registered financial capacity (value-to-capacity ratio 3.21),"[Contractor Capacity] Contractor identified with corporate collusion risk indicators (shared directors, common ownership)",[Contractor Capacity] High constituency allocation concentration (60.1% of works in single constituency),41.94,31.93,38.73,86.79,43.0,37.52,75.91,"{""financial_anomaly_percentile"": 0.0668, ""payment_anomaly_percentile"": 0.026, ""project__planned_duration_days"": 0.0229}",2026-09-06T09:49:31.234760+00:00
MPLADS-003800,24.3,LOW,ROUTINE,NORMAL,0.2707,"[""[Tender & Procurement] Single-bid procurement recorded in remote area (infrastructure gap 0.58)"", ""[Tender & Procurement] Elevated bidder disqualification rate during technical evaluation (22.2%)"", ""[Tender & Procurement] Contract award amount aligned with initial technical estimates""]",[Tender & Procurement] Single-bid procurement recorded in remote area (infrastructure gap 0.58),[Tender & Procurement] Elevated bidder disqualification rate during technical evaluation (22.2%),[Tender & Procurement] Contract award amount aligned with initial technical estimates,0.17,26.15,85.89,11.39,2.44,9.39,6.58,"{""procurement_anomaly_score"": 1.5387, ""procurement_anomaly_percentile"": 0.4329, ""geo__population_density"": 0.1843}",2026-09-06T09:49:31.234760+00:00
MPLADS-003801,9.3,LOW,ROUTINE,NORMAL,0.0225,"[""[Entity Graph Relationship] NORMAL_GRAPH_TOPOLOGY""]",[Entity Graph Relationship] NORMAL_GRAPH_TOPOLOGY,,,3.38,16.18,24.81,33.6,1.74,14.56,58.47,"{""geo__infrastructure_gap_index"": 0.082, ""geospatial_anomaly_score"": 0.072, ""project__planned_duration_days"": 0.0502}",2026-09-06T09:49:31.235868+00:00
MPLADS-003802,9.2,LOW,ROUTINE,NORMAL,0.0314,"[""[Tender & Procurement] Compressed tender submission window (14 days vs statutory guidelines)"", ""[Tender & Procurement] Tender publication window and bidder participation compliant"", ""[Tender & Procurement] Contract award amount aligned with initial technical estimates""]",[Tender & Procurement] Compressed tender submission window (14 days vs statutory guidelines),[Tender & Procurement] Tender publication window and bidder participation compliant,[Tender & Procurement] Contract award amount aligned with initial technical estimates,18.08,7.71,50.33,10.09,19.04,11.1,6.22,"{""procurement_anomaly_score"": 0.6384, ""procurement_anomaly_percentile"": 0.2892, ""project__planned_duration_days"": 0.0559}",2026-09-06T09:49:31.235868+00:00
MPLADS-003803,14.0,LOW,ROUTINE,NORMAL,0.0308,"[""[Payment Structuring] PAYMENT_TIMING_ANOMALY""]",[Payment Structuring] PAYMENT_TIMING_ANOMALY,,,28.61,28.92,27.54,6.16,67.39,31.51,17.27,"{""graph_anomaly_score"": 0.0654, ""financial__sanctioned_amount"": 0.0511, ""payment_anomaly_percentile"": 0.0475}",2026-09-06T09:49:31.235868+00:00
MPLADS-003804,9.9,LOW,ROUTINE,NORMAL,0.0314,"[""Standard MPLADS project execution profile adhering to statutory norms""]",Standard MPLADS project execution profile adhering to statutory norms,,,15.26,12.15,17.71,13.66,32.86,26.6,15.51,"{""geo__population_density"": 0.1861, ""financial__sanctioned_amount"": 0.1383, ""payment_anomaly_score"": 0.0878}",2026-09-06T09:49:31.235868+00:00
MPLADS-003805,7.8,LOW,ROUTINE,NORMAL,0.0231,"[""Standard MPLADS project execution profile adhering to statutory norms""]",Standard MPLADS project execution profile adhering to statutory norms,,,18.38,1.83,3.77,9.25,26.56,18.85,33.06,"{""financial__sanctioned_amount"": 0.3041, ""procurement_anomaly_percentile"": 0.1037, ""graph_anomaly_percentile"": 0.0808}",2026-09-06T09:49:31.236819+00:00
MPLADS-003806,8.5,LOW,ROUTINE,NORMAL,0.0182,"[""[Contractor Capacity] Heavy agency monopolization (86.1% funding channeled through repeated agency-contractor pair)"", ""[Contractor Capacity] High constituency allocation concentration (79.3% of works in single constituency)"", ""[Contractor Capacity] Allocation distribution across implementing agencies well balanced""]",[Contractor Capacity] Heavy agency monopolization (86.1% funding channeled through repeated agency-contractor pair),[Contractor Capacity] High constituency allocation concentration (79.3% of works in single constituency),[Contractor Capacity] Allocation distribution across implementing agencies well balanced,11.59,0.04,13.29,54.28,5.45,12.48,33.94,"{""geospatial_anomaly_percentile"": 0.1607, ""graph_anomaly_score"": 0.1055, ""geospatial_anomaly_score"": 0.0989}",2026-09-06T09:49:31.236819+00:00
MPLADS-003807,82.9,CRITICAL,IMMEDIATE,COST_OVERRUN,1.0,"[""[Financial Execution] Atypical cost per unit (+201.5% vs peer median rate)"", ""[Financial Execution] Accelerated disbursement velocity (1.7x peer median disbursement speed)"", ""[Financial Execution] Contract escalation (59.9% value change with 0 amendments)"", ""[Tender & Procurement] High bid price similarity across competing tenders (98.9% quotation clustering)"", ""[Tender & Procurement] Substantial post-award contract amendment (+\u20b914.11 Lakhs added post-tender)""]",[Financial Execution] Atypical cost per unit (+201.5% vs peer median rate),[Financial Execution] Accelerated disbursement velocity (1.7x peer median disbursement speed),[Financial Execution] Contract escalation (59.9% value change with 0 amendments),77.61,3.4,66.1,45.73,65.83,63.22,59.5,"{""progress_anomaly_score"": 4.495, ""progress_anomaly_percentile"": 0.8366, ""procurement_anomaly_score"": 0.2477}",2026-09-06T09:49:31.237767+00:00
MPLADS-003808,11.4,LOW,ROUTINE,NORMAL,0.0225,"[""[Entity Graph Relationship] NORMAL_GRAPH_TOPOLOGY"", ""[Contractor Capacity] Recent corporate board/director replacement registered for contractor"", ""[Contractor Capacity] High constituency allocation concentration (64.5% of works in single constituency)"", ""[Contractor Capacity] Allocation distribution across implementing agencies well balanced""]",[Entity Graph Relationship] NORMAL_GRAPH_TOPOLOGY,[Contractor Capacity] Recent corporate board/director replacement registered for contractor,[Contractor Capacity] High constituency allocation concentration (64.5% of works in single constituency),11.55,6.16,12.97,42.76,30.66,23.13,52.2,"{""financial__sanctioned_amount"": 0.216, ""std_anomaly_score"": 0.009, ""num_flagged_models"": 0.0014}",2026-09-06T09:49:31.237767+00:00
MPLADS-003809,11.9,LOW,ROUTINE,NORMAL,0.0231,"[""[Physical-Financial Trajectory] NORMAL_EXECUTION_PROGRESS""]",[Physical-Financial Trajectory] NORMAL_EXECUTION_PROGRESS,,,19.92,21.95,12.89,14.77,32.99,45.49,28.73,"{""financial__sanctioned_amount"": 0.2745, ""payment_anomaly_score"": 0.1376, ""payment_anomaly_percentile"": 0.0187}",2026-09-06T09:49:31.238760+00:00
MPLADS-003810,9.2,LOW,ROUTINE,NORMAL,0.0314,"[""Standard MPLADS project execution profile adhering to statutory norms""]",Standard MPLADS project execution profile adhering to statutory norms,,,21.15,12.38,12.53,0.0,37.68,29.72,4.24,"{""financial__sanctioned_amount"": 0.2048, ""contractor_anomaly_percentile"": 0.1091, ""contractor_anomaly_score"": 0.0827}",2026-09-06T09:49:31.238760+00:00
MPLADS-003811,80.0,CRITICAL,IMMEDIATE,PAYMENT_PROGRESS_MISMATCH,1.0,"[""[Physical-Financial Trajectory] SEVERE_PHYSICAL_FINANCIAL_GAP"", ""[Physical-Financial Trajectory] INSPECTION_DOCUMENTATION_DEFICIT"", ""[Payment Structuring] UNVERIFIED_DISBURSEMENT_BURST""]",[Physical-Financial Trajectory] SEVERE_PHYSICAL_FINANCIAL_GAP,[Physical-Financial Trajectory] INSPECTION_DOCUMENTATION_DEFICIT,[Payment Structuring] UNVERIFIED_DISBURSEMENT_BURST,20.27,3.98,7.75,24.08,60.17,68.24,34.83,"{""progress_anomaly_score"": 5.2121, ""progress_anomaly_percentile"": 0.8786, ""geo__population_density"": 0.1219}",2026-09-06T09:49:31.238760+00:00
MPLADS-003812,10.6,LOW,ROUTINE,NORMAL,0.0664,"[""Standard MPLADS project execution profile adhering to statutory norms""]",Standard MPLADS project execution profile adhering to statutory norms,,,19.32,12.36,17.12,1.68,39.2,15.45,5.28,"{""financial__sanctioned_amount"": 0.1621, ""mean_anomaly_score"": 0.1253, ""geospatial_anomaly_score"": 0.1008}",2026-09-06T09:49:31.239858+00:00
MPLADS-003813,9.0,LOW,ROUTINE,NORMAL,0.0525,"[""Standard MPLADS project execution profile adhering to statutory norms""]",Standard MPLADS project execution profile adhering to statutory norms,,,13.05,10.56,0.55,28.41,14.22,16.45,18.29,"{""geo__population_density"": 0.2638, ""geospatial_anomaly_score"": 0.1117, ""geospatial_anomaly_percentile"": 0.102}",2026-09-06T09:49:31.239858+00:00
MPLADS-003814,80.0,CRITICAL,IMMEDIATE,GHOST_WORK,1.0,"[""[Physical-Financial Trajectory] GHOST_WORK_EXECUTION_DIVERGENCE"", ""[Physical-Financial Trajectory] SEVERE_PHYSICAL_FINANCIAL_GAP"", ""[Physical-Financial Trajectory] ABANDONED_WORK_SUSPICION"", ""[Payment Structuring] UNVERIFIED_DISBURSEMENT_BURST"", ""[Payment Structuring] STATUTORY_CEILING_SMURFING""]",[Physical-Financial Trajectory] GHOST_WORK_EXECUTION_DIVERGENCE,[Physical-Financial Trajectory] SEVERE_PHYSICAL_FINANCIAL_GAP,[Physical-Financial Trajectory] ABANDONED_WORK_SUSPICION,23.45,18.96,1.29,11.8,82.97,95.61,27.07,"{""progress_anomaly_score"": 5.0554, ""progress_anomaly_percentile"": 0.8204, ""payment_anomaly_score"": 0.2297}",2026-09-06T09:49:31.239858+00:00
MPLADS-003815,65.0,HIGH,PRIORITY,PROCUREMENT_SINGLE_BID,0.5635,"[""[Tender & Procurement] Non-competitive single-bid procurement in accessible district (infrastructure gap 0.19)"", ""[Tender & Procurement] Substantial post-award contract amendment (+\u20b96.29 Lakhs added post-tender)"", ""[Tender & Procurement] Contract award amount aligned with initial technical estimates"", ""[Entity Graph Relationship] NORMAL_GRAPH_TOPOLOGY"", ""[Contractor Capacity] Recent corporate ownership change registered prior to developmental contract award""]",[Tender & Procurement] Non-competitive single-bid procurement in accessible district (infrastructure gap 0.19),[Tender & Procurement] Substantial post-award contract amendment (+₹6.29 Lakhs added post-tender),[Tender & Procurement] Contract award amount aligned with initial technical estimates,33.0,32.53,100.0,40.8,38.49,35.79,44.88,"{""procurement_anomaly_score"": 1.9941, ""procurement_anomaly_percentile"": 0.85, ""max_anomaly_score"": 0.1862}",2026-09-06T09:49:31.240858+00:00
MPLADS-003816,12.8,LOW,ROUTINE,NORMAL,0.0308,"[""[Contractor Capacity] Contractor capacity and agency pairing metrics within normal parameters"", ""[Contractor Capacity] Vendor registration profile and governance structure compliant"", ""[Contractor Capacity] Allocation distribution across implementing agencies well balanced""]",[Contractor Capacity] Contractor capacity and agency pairing metrics within normal parameters,[Contractor Capacity] Vendor registration profile and governance structure compliant,[Contractor Capacity] Allocation distribution across implementing agencies well balanced,24.97,5.09,20.31,49.87,33.08,34.21,7.81,"{""financial__sanctioned_amount"": 0.1456, ""geo__population_density"": 0.1372, ""payment_anomaly_score"": 0.0688}",2026-09-06T09:49:31.240858+00:00
MPLADS-003817,11.4,LOW,ROUTINE,NORMAL,0.0231,"[""[Contractor Capacity] High constituency allocation concentration (84.3% of works in single constituency)"", ""[Contractor Capacity] Vendor registration profile and governance structure compliant"", ""[Contractor Capacity] Allocation distribution across implementing agencies well balanced"", ""[Physical-Financial Trajectory] NORMAL_EXECUTION_PROGRESS""]",[Contractor Capacity] High constituency allocation concentration (84.3% of works in single constituency),[Contractor Capacity] Vendor registration profile and governance structure compliant,[Contractor Capacity] Allocation distribution across implementing agencies well balanced,6.54,12.93,12.71,57.56,2.64,40.72,37.44,"{""geo__infrastructure_gap_index"": 0.0999, ""geospatial_anomaly_score"": 0.0688, ""project__planned_duration_days"": 0.0461}",2026-09-06T09:49:31.240858+00:00
MPLADS-003818,14.5,LOW,ROUTINE,NORMAL,0.0225,"[""[Contractor Capacity] Contractor identified with corporate collusion risk indicators (shared directors, common ownership)"", ""[Contractor Capacity] Elevated historical irregularity record (2 past statutory audit findings)"", ""[Contractor Capacity] Allocation distribution across implementing agencies well balanced"", ""[Entity Graph Relationship] CORPORATE_COLLUSION_NETWORK"", ""[Entity Graph Relationship] RECURRING_EXCLUSIVE_PAIRING""]","[Contractor Capacity] Contractor identified with corporate collusion risk indicators (shared directors, common ownership)",[Contractor Capacity] Elevated historical irregularity record (2 past statutory audit findings),[Contractor Capacity] Allocation distribution across implementing agencies well balanced,15.04,15.43,25.31,87.9,8.61,17.76,73.76,"{""geo__infrastructure_gap_index"": 0.093, ""geospatial_anomaly_score"": 0.0858, ""financial__sanctioned_amount"": 0.0525}",2026-09-06T09:49:31.241863+00:00
MPLADS-003819,16.3,LOW,ROUTINE,NORMAL,0.0308,"[""[Contractor Capacity] Contractor identified with corporate collusion risk indicators (shared directors, shared address, common ownership)"", ""[Contractor Capacity] Recent corporate ownership change registered prior to developmental contract award"", ""[Contractor Capacity] Elevated agency concentration (79.5% of vendor work tied to single implementing agency)"", ""[Entity Graph Relationship] CORPORATE_COLLUSION_NETWORK"", ""[Entity Graph Relationship] HIGH_CONSTITUENCY_AGENCY_CAPTURE""]","[Contractor Capacity] Contractor identified with corporate collusion risk indicators (shared directors, shared address, common ownership)",[Contractor Capacity] Recent corporate ownership change registered prior to developmental contract award,[Contractor Capacity] Elevated agency concentration (79.5% of vendor work tied to single implementing agency),13.03,10.44,15.32,100.0,22.01,14.81,94.75,"{""geospatial_anomaly_score"": 0.1343, ""geo__population_density"": 0.1305, ""geospatial_anomaly_percentile"": 0.0873}",2026-09-06T09:49:31.241863+00:00
MPLADS-003820,8.6,LOW,ROUTINE,NORMAL,0.0231,"[""Standard MPLADS project execution profile adhering to statutory norms""]",Standard MPLADS project execution profile adhering to statutory norms,,,22.96,15.35,9.02,18.28,29.71,12.5,20.07,"{""geo__population_density"": 0.1875, ""geospatial_anomaly_score"": 0.0672, ""financial__sanctioned_amount"": 0.0419}",2026-09-06T09:49:31.242765+00:00
MPLADS-003821,8.1,LOW,ROUTINE,NORMAL,0.0231,"[""Standard MPLADS project execution profile adhering to statutory norms""]",Standard MPLADS project execution profile adhering to statutory norms,,,0.21,9.56,17.63,36.51,3.79,17.21,37.04,"{""geospatial_anomaly_score"": 0.2125, ""geo__infrastructure_gap_index"": 0.1228, ""project__planned_duration_days"": 0.0692}",2026-09-06T09:49:31.242765+00:00
MPLADS-003822,8.5,LOW,ROUTINE,NORMAL,0.0182,"[""Standard MPLADS project execution profile adhering to statutory norms""]",Standard MPLADS project execution profile adhering to statutory norms,,,11.91,21.98,32.56,23.84,17.14,7.56,19.25,"{""financial__sanctioned_amount"": 0.111, ""geo__infrastructure_gap_index"": 0.0366, ""graph_anomaly_percentile"": 0.005}",2026-09-06T09:49:31.242765+00:00
MPLADS-003823,80.0,CRITICAL,IMMEDIATE,DELAYED_WORK,1.0,"[""[Physical-Financial Trajectory] ELEVATED_PROGRESS_VOLATILITY"", ""[Payment Structuring] NORMAL_DISBURSEMENT_SCHEDULE"", ""[Contractor Capacity] Contractor capacity and agency pairing metrics within normal parameters"", ""[Contractor Capacity] Vendor registration profile and governance structure compliant"", ""[Contractor Capacity] Allocation distribution across implementing agencies well balanced""]",[Physical-Financial Trajectory] ELEVATED_PROGRESS_VOLATILITY,[Payment Structuring] NORMAL_DISBURSEMENT_SCHEDULE,[Contractor Capacity] Contractor capacity and agency pairing metrics within normal parameters,53.36,14.96,44.03,55.16,55.29,70.79,11.13,"{""progress_anomaly_score"": 4.647, ""progress_anomaly_percentile"": 0.7531, ""financial_anomaly_score"": 0.231}",2026-09-06T09:49:31.242765+00:00
MPLADS-003824,38.7,LOW,ROUTINE,NORMAL,0.4145,"[""[Tender & Procurement] Non-competitive single-bid procurement in accessible district (infrastructure gap 0.49)"", ""[Tender & Procurement] Elevated bidder disqualification rate during technical evaluation (24.0%)"", ""[Tender & Procurement] Contract award amount aligned with initial technical estimates""]",[Tender & Procurement] Non-competitive single-bid procurement in accessible district (infrastructure gap 0.49),[Tender & Procurement] Elevated bidder disqualification rate during technical evaluation (24.0%),[Tender & Procurement] Contract award amount aligned with initial technical estimates,23.03,21.5,90.12,8.65,35.21,30.95,27.08,"{""procurement_anomaly_score"": 1.487, ""procurement_anomaly_percentile"": 0.5837, ""geo__population_density"": 0.1916}",2026-09-06T09:49:31.243764+00:00
MPLADS-003825,65.0,HIGH,PRIORITY,ANOMALOUS_PROFILE,0.4755,"[""[Tender & Procurement] Non-competitive single-bid procurement in accessible district (infrastructure gap 0.15)"", ""[Tender & Procurement] Tender publication window and bidder participation compliant"", ""[Tender & Procurement] Contract award amount aligned with initial technical estimates""]",[Tender & Procurement] Non-competitive single-bid procurement in accessible district (infrastructure gap 0.15),[Tender & Procurement] Tender publication window and bidder participation compliant,[Tender & Procurement] Contract award amount aligned with initial technical estimates,7.0,14.59,97.49,15.69,1.27,0.58,29.02,"{""procurement_anomaly_score"": 1.6582, ""procurement_anomaly_percentile"": 0.6987, ""max_anomaly_score"": 0.1145}",2026-09-06T09:49:31.243764+00:00
MPLADS-003826,8.6,LOW,ROUTINE,NORMAL,0.0231,"[""Standard MPLADS project execution profile adhering to statutory norms""]",Standard MPLADS project execution profile adhering to statutory norms,,,7.26,4.74,26.23,17.75,12.37,22.12,36.1,"{""geo__infrastructure_gap_index"": 0.0878, ""project__planned_duration_days"": 0.0593, ""graph_anomaly_score"": 0.0103}",2026-09-06T09:49:31.244760+00:00
MPLADS-003827,13.5,LOW,ROUTINE,NORMAL,0.0182,"[""[Geospatial Clustering] High sanctioned funding allocation (+50.1% above regional cluster median)"", ""[Geospatial Clustering] Normal local project density and infrastructure alignment"", ""[Geospatial Clustering] Geographic coordinates and terrain profile match regional peers""]",[Geospatial Clustering] High sanctioned funding allocation (+50.1% above regional cluster median),[Geospatial Clustering] Normal local project density and infrastructure alignment,[Geospatial Clustering] Geographic coordinates and terrain profile match regional peers,29.83,83.95,22.7,5.98,31.16,34.24,22.58,"{""geo__infrastructure_gap_index"": 0.1208, ""financial_anomaly_percentile"": 0.0556, ""geo__population_density"": 0.0356}",2026-09-06T09:49:31.244760+00:00
MPLADS-003828,12.2,LOW,ROUTINE,NORMAL,0.0314,"[""Standard MPLADS project execution profile adhering to statutory norms""]",Standard MPLADS project execution profile adhering to statutory norms,,,23.67,10.93,25.81,28.65,34.56,28.86,19.34,"{""geo__population_density"": 0.3452, ""financial__sanctioned_amount"": 0.2202, ""geospatial_anomaly_score"": 0.0837}",2026-09-06T09:49:31.245761+00:00
MPLADS-003829,12.9,LOW,ROUTINE,NORMAL,0.0231,"[""[Physical-Financial Trajectory] NORMAL_EXECUTION_PROGRESS"", ""[Payment Structuring] NORMAL_DISBURSEMENT_SCHEDULE""]",[Physical-Financial Trajectory] NORMAL_EXECUTION_PROGRESS,[Payment Structuring] NORMAL_DISBURSEMENT_SCHEDULE,,21.19,14.09,5.05,17.39,42.08,54.33,35.49,"{""progress_anomaly_score"": 0.3348, ""geo__population_density"": 0.133, ""financial__sanctioned_amount"": 0.1308}",2026-09-06T09:49:31.245761+00:00
MPLADS-003830,13.0,LOW,ROUTINE,NORMAL,0.0182,"[""[Payment Structuring] NORMAL_DISBURSEMENT_SCHEDULE""]",[Payment Structuring] NORMAL_DISBURSEMENT_SCHEDULE,,,30.21,15.88,15.4,38.65,59.02,15.57,35.32,"{""financial_anomaly_percentile"": 0.078, ""geospatial_anomaly_score"": 0.0578, ""project__planned_duration_days"": 0.057}",2026-09-06T09:49:31.246814+00:00
MPLADS-003831,4.8,LOW,ROUTINE,NORMAL,0.0182,"[""Standard MPLADS project execution profile adhering to statutory norms""]",Standard MPLADS project execution profile adhering to statutory norms,,,5.72,6.03,22.63,10.31,11.83,1.44,7.0,"{""project__planned_duration_days"": 0.0357, ""financial__sanctioned_amount"": 0.0232, ""geospatial_anomaly_percentile"": 0.0062}",2026-09-06T09:49:31.246814+00:00
MPLADS-003832,6.0,LOW,ROUTINE,NORMAL,0.0225,"[""Standard MPLADS project execution profile adhering to statutory norms""]",Standard MPLADS project execution profile adhering to statutory norms,,,10.58,27.59,1.01,6.91,3.6,14.33,27.97,"{""geo__infrastructure_gap_index"": 0.0643, ""mean_anomaly_score"": 0.0628, ""project__planned_duration_days"": 0.0547}",2026-09-06T09:49:31.246814+00:00
MPLADS-003833,80.0,CRITICAL,IMMEDIATE,DELAYED_WORK,1.0,"[""[Physical-Financial Trajectory] EXTREME_DURATION_OVERRUN"", ""[Physical-Financial Trajectory] STALLED_EXECUTION_TRAJECTORY"", ""[Physical-Financial Trajectory] SEVERE_PHYSICAL_FINANCIAL_GAP"", ""[Tender & Procurement] Narrow qualified bidder pool (2 qualified bidders evaluated)"", ""[Tender & Procurement] Tender publication window and bidder participation compliant""]",[Physical-Financial Trajectory] EXTREME_DURATION_OVERRUN,[Physical-Financial Trajectory] STALLED_EXECUTION_TRAJECTORY,[Physical-Financial Trajectory] SEVERE_PHYSICAL_FINANCIAL_GAP,45.66,9.89,49.99,37.24,35.04,75.93,19.17,"{""progress_anomaly_score"": 4.4654, ""progress_anomaly_percentile"": 0.7794, ""procurement_anomaly_score"": 0.2957}",2026-09-06T09:49:31.246814+00:00
MPLADS-003834,5.8,LOW,ROUTINE,NORMAL,0.0182,"[""Standard MPLADS project execution profile adhering to statutory norms""]",Standard MPLADS project execution profile adhering to statutory norms,,,5.99,23.94,16.34,5.98,20.0,4.29,11.97,"{""geo__population_density"": 0.1273, ""mean_anomaly_score"": 0.0211, ""financial_anomaly_score"": 0.0202}",2026-09-06T09:49:31.246814+00:00
