project_id,contractor_anomaly_score,contractor_anomaly_percentile,contractor_anomaly_flag,primary_reason,secondary_reason,tertiary_reason,contractor_project_count,capacity_strain_index,corporate_collusion_index,agency_capture_score,model_version,mode,scored_at
MPLADS-004073,49.19,78.5,False,Recent corporate board/director replacement registered for contractor,High constituency allocation concentration (70.7% of works in single constituency),Allocation distribution across implementing agencies well balanced,30,0.0,0.0,0.0,1.0.0,early_warning,2026-09-06T08:49:40.199372+00:00
MPLADS-004074,22.99,40.08,False,Contractor capacity and agency pairing metrics within normal parameters,Vendor registration profile and governance structure compliant,Allocation distribution across implementing agencies well balanced,36,0.0,0.0,0.0,1.0.0,early_warning,2026-09-06T08:49:40.199372+00:00
MPLADS-004075,31.73,55.3,False,Contractor capacity and agency pairing metrics within normal parameters,Vendor registration profile and governance structure compliant,Allocation distribution across implementing agencies well balanced,13,0.0,0.0,1.127,1.0.0,early_warning,2026-09-06T08:49:40.199372+00:00
MPLADS-004076,67.1,91.96,False,Contractor identified with corporate collusion risk indicators (shared address),Recent corporate ownership change registered prior to developmental contract award,Allocation distribution across implementing agencies well balanced,11,0.0,0.25,0.0,1.0.0,early_warning,2026-09-06T08:49:40.199372+00:00
MPLADS-004077,3.0,3.4,False,Contractor capacity and agency pairing metrics within normal parameters,Vendor registration profile and governance structure compliant,Allocation distribution across implementing agencies well balanced,23,0.0,0.0,0.0,1.0.0,early_warning,2026-09-06T08:49:40.199372+00:00
MPLADS-004078,4.94,5.86,False,Contractor capacity and agency pairing metrics within normal parameters,Vendor registration profile and governance structure compliant,Allocation distribution across implementing agencies well balanced,23,0.0,0.0,0.0,1.0.0,early_warning,2026-09-06T08:49:40.199372+00:00
MPLADS-004079,27.03,47.26,False,High constituency allocation concentration (82.9% of works in single constituency),Vendor registration profile and governance structure compliant,Allocation distribution across implementing agencies well balanced,41,0.0,0.0,0.912,1.0.0,early_warning,2026-09-06T08:49:40.199372+00:00
MPLADS-004080,31.52,54.92,False,Contractor backlog exceeds registered financial capacity (value-to-capacity ratio 1.92),Vendor registration profile and governance structure compliant,Allocation distribution across implementing agencies well balanced,36,0.923,0.0,0.0,1.0.0,early_warning,2026-09-06T08:49:40.199372+00:00
MPLADS-004081,20.01,34.1,False,Elevated agency concentration (89.1% of vendor work tied to single implementing agency),Vendor registration profile and governance structure compliant,Allocation distribution across implementing agencies well balanced,31,0.0,0.0,0.0,1.0.0,early_warning,2026-09-06T08:49:40.199372+00:00
MPLADS-004082,17.56,29.1,False,Elevated agency concentration (89.9% of vendor work tied to single implementing agency),Elevated historical irregularity record (2 past statutory audit findings),Allocation distribution across implementing agencies well balanced,25,0.0,0.0,0.0,1.0.0,early_warning,2026-09-06T08:49:40.199372+00:00
MPLADS-004083,52.2,81.26,False,Heavy agency monopolization (70.6% funding channeled through repeated agency-contractor pair),High constituency allocation concentration (82.9% of works in single constituency),Elevated historical irregularity record (4 past statutory audit findings),44,0.0,0.0,0.829,1.0.0,early_warning,2026-09-06T08:49:40.199372+00:00
MPLADS-004084,1.61,2.02,False,Contractor capacity and agency pairing metrics within normal parameters,Vendor registration profile and governance structure compliant,Allocation distribution across implementing agencies well balanced,29,0.0,0.0,0.0,1.0.0,early_warning,2026-09-06T08:49:40.199372+00:00
MPLADS-004085,78.32,96.48,True,"Contractor identified with corporate collusion risk indicators (shared directors, common ownership)",Recent corporate board/director replacement registered for contractor,Elevated agency concentration (75.0% of vendor work tied to single implementing agency),5,0.0,0.5,0.0,1.0.0,early_warning,2026-09-06T08:49:40.199372+00:00
MPLADS-004086,22.55,39.08,False,Elevated agency concentration (87.8% of vendor work tied to single implementing agency),Vendor registration profile and governance structure compliant,Allocation distribution across implementing agencies well balanced,8,0.0,0.0,0.0,1.0.0,early_warning,2026-09-06T08:49:40.199372+00:00
MPLADS-004087,79.37,96.64,True,"Contractor identified with corporate collusion risk indicators (shared directors, common ownership)",Recent corporate board/director replacement registered for contractor,Elevated agency concentration (75.0% of vendor work tied to single implementing agency),5,0.0,0.5,0.0,1.0.0,early_warning,2026-09-06T08:49:40.199372+00:00
MPLADS-004088,37.41,63.28,False,Elevated agency concentration (85.5% of vendor work tied to single implementing agency),High constituency allocation concentration (72.3% of works in single constituency),Allocation distribution across implementing agencies well balanced,39,0.0,0.0,0.0,1.0.0,early_warning,2026-09-06T08:49:40.199372+00:00
MPLADS-004089,18.12,30.1,False,Elevated agency concentration (89.9% of vendor work tied to single implementing agency),Elevated historical irregularity record (2 past statutory audit findings),Allocation distribution across implementing agencies well balanced,25,0.0,0.0,0.0,1.0.0,early_warning,2026-09-06T08:49:40.199372+00:00
MPLADS-004090,22.76,39.56,False,Contractor capacity and agency pairing metrics within normal parameters,Vendor registration profile and governance structure compliant,Allocation distribution across implementing agencies well balanced,5,0.0,0.0,0.0,1.0.0,early_warning,2026-09-06T08:49:40.199372+00:00
MPLADS-004091,70.88,93.68,False,"Contractor identified with corporate collusion risk indicators (shared directors, common ownership)",Vendor registration profile and governance structure compliant,Allocation distribution across implementing agencies well balanced,31,0.0,0.5,0.576,1.0.0,early_warning,2026-09-06T08:49:40.199372+00:00
MPLADS-004092,32.22,55.82,False,Contractor backlog exceeds registered financial capacity (value-to-capacity ratio 3.27),Vendor registration profile and governance structure compliant,Allocation distribution across implementing agencies well balanced,30,2.275,0.0,0.0,1.0.0,early_warning,2026-09-06T08:49:40.199372+00:00
MPLADS-004093,65.24,90.84,False,Recent corporate ownership change registered prior to developmental contract award,High constituency allocation concentration (61.1% of works in single constituency),Allocation distribution across implementing agencies well balanced,5,0.0,0.15,0.0,1.0.0,early_warning,2026-09-06T08:49:40.199372+00:00
MPLADS-004094,3.33,3.86,False,Contractor capacity and agency pairing metrics within normal parameters,Vendor registration profile and governance structure compliant,Allocation distribution across implementing agencies well balanced,25,0.0,0.0,0.0,1.0.0,early_warning,2026-09-06T08:49:40.199372+00:00
MPLADS-004095,29.25,51.06,False,Elevated agency concentration (86.7% of vendor work tied to single implementing agency),Vendor registration profile and governance structure compliant,Allocation distribution across implementing agencies well balanced,24,0.0,0.0,0.0,1.0.0,early_warning,2026-09-06T08:49:40.199372+00:00
MPLADS-004096,52.3,81.48,False,Contractor backlog exceeds registered financial capacity (value-to-capacity ratio 2.94),Vendor registration profile and governance structure compliant,Allocation distribution across implementing agencies well balanced,3,1.937,0.0,0.0,1.0.0,early_warning,2026-09-06T08:49:40.199372+00:00
MPLADS-004097,14.7,23.6,False,Contractor capacity and agency pairing metrics within normal parameters,Vendor registration profile and governance structure compliant,Allocation distribution across implementing agencies well balanced,6,0.0,0.0,0.0,1.0.0,early_warning,2026-09-06T08:49:40.199372+00:00
MPLADS-004098,61.95,88.94,False,Contractor backlog exceeds registered financial capacity (value-to-capacity ratio 2.67),Heavy agency monopolization (76.6% funding channeled through repeated agency-contractor pair),High constituency allocation concentration (72.9% of works in single constituency),18,1.674,0.0,1.606,1.0.0,early_warning,2026-09-06T08:49:40.199372+00:00
MPLADS-004099,49.47,78.8,False,High constituency allocation concentration (81.3% of works in single constituency),Vendor registration profile and governance structure compliant,Allocation distribution across implementing agencies well balanced,20,0.0,0.0,0.0,1.0.0,early_warning,2026-09-06T08:49:40.199372+00:00
MPLADS-004100,20.65,35.34,False,High constituency allocation concentration (82.2% of works in single constituency),Vendor registration profile and governance structure compliant,Allocation distribution across implementing agencies well balanced,43,0.0,0.0,0.0,1.0.0,early_warning,2026-09-06T08:49:40.199372+00:00
MPLADS-004101,38.08,64.14,False,Contractor capacity and agency pairing metrics within normal parameters,Vendor registration profile and governance structure compliant,Allocation distribution across implementing agencies well balanced,42,0.0,0.15,0.0,1.0.0,early_warning,2026-09-06T08:49:40.199372+00:00
MPLADS-004102,5.14,6.2,False,High constituency allocation concentration (60.1% of works in single constituency),Vendor registration profile and governance structure compliant,Allocation distribution across implementing agencies well balanced,14,0.0,0.0,0.0,1.0.0,early_warning,2026-09-06T08:49:40.199372+00:00
MPLADS-004103,10.18,14.22,False,Contractor capacity and agency pairing metrics within normal parameters,Vendor registration profile and governance structure compliant,Allocation distribution across implementing agencies well balanced,22,0.0,0.0,0.0,1.0.0,early_warning,2026-09-06T08:49:40.199372+00:00
MPLADS-004104,38.98,65.42,False,Contractor backlog exceeds registered financial capacity (value-to-capacity ratio 1.79),High constituency allocation concentration (82.2% of works in single constituency),Allocation distribution across implementing agencies well balanced,12,0.791,0.0,0.0,1.0.0,early_warning,2026-09-06T08:49:40.199372+00:00
MPLADS-004105,40.48,67.48,False,Elevated agency concentration (76.0% of vendor work tied to single implementing agency),Vendor registration profile and governance structure compliant,Allocation distribution across implementing agencies well balanced,41,0.0,0.0,0.0,1.0.0,early_warning,2026-09-06T08:49:40.199372+00:00
MPLADS-004106,45.38,73.92,False,High constituency allocation concentration (65.9% of works in single constituency),Elevated historical irregularity record (2 past statutory audit findings),Allocation distribution across implementing agencies well balanced,44,0.0,0.0,0.573,1.0.0,early_warning,2026-09-06T08:49:40.199372+00:00
MPLADS-004107,31.58,55.02,False,Elevated historical irregularity record (2 past statutory audit findings),Vendor registration profile and governance structure compliant,Allocation distribution across implementing agencies well balanced,25,0.0,0.0,0.0,1.0.0,early_warning,2026-09-06T08:49:40.199372+00:00
MPLADS-004108,55.21,84.24,False,Contractor backlog exceeds registered financial capacity (value-to-capacity ratio 1.75),Recent corporate board/director replacement registered for contractor,Elevated historical irregularity record (2 past statutory audit findings),33,0.749,0.0,0.0,1.0.0,early_warning,2026-09-06T08:49:40.199372+00:00
MPLADS-004109,50.19,79.44,False,Heavy agency monopolization (81.1% funding channeled through repeated agency-contractor pair),Vendor registration profile and governance structure compliant,Allocation distribution across implementing agencies well balanced,44,0.0,0.0,1.204,1.0.0,early_warning,2026-09-06T08:49:40.199372+00:00
MPLADS-004110,40.9,68.1,False,Recent corporate board/director replacement registered for contractor,Elevated historical irregularity record (2 past statutory audit findings),Allocation distribution across implementing agencies well balanced,33,0.0,0.0,0.0,1.0.0,early_warning,2026-09-06T08:49:40.199372+00:00
MPLADS-004111,12.86,19.3,False,Elevated agency concentration (76.6% of vendor work tied to single implementing agency),High constituency allocation concentration (77.4% of works in single constituency),Allocation distribution across implementing agencies well balanced,12,0.0,0.0,0.0,1.0.0,early_warning,2026-09-06T08:49:40.199372+00:00
MPLADS-004112,53.64,82.74,False,Contractor capacity and agency pairing metrics within normal parameters,Vendor registration profile and governance structure compliant,Allocation distribution across implementing agencies well balanced,20,0.0,0.0,0.0,1.0.0,early_warning,2026-09-06T08:49:40.199372+00:00
MPLADS-004113,47.16,76.14,False,Heavy agency monopolization (66.2% funding channeled through repeated agency-contractor pair),Elevated historical irregularity record (4 past statutory audit findings),Allocation distribution across implementing agencies well balanced,40,0.0,0.0,1.184,1.0.0,early_warning,2026-09-06T08:49:40.199372+00:00
MPLADS-004114,19.18,32.26,False,Contractor capacity and agency pairing metrics within normal parameters,Vendor registration profile and governance structure compliant,Allocation distribution across implementing agencies well balanced,44,0.0,0.0,0.0,1.0.0,early_warning,2026-09-06T08:49:40.199372+00:00
MPLADS-004115,47.81,77.04,False,High constituency allocation concentration (66.7% of works in single constituency),Vendor registration profile and governance structure compliant,Allocation distribution across implementing agencies well balanced,10,0.0,0.0,0.916,1.0.0,early_warning,2026-09-06T08:49:40.199372+00:00
MPLADS-004116,65.61,91.0,False,"Contractor identified with corporate collusion risk indicators (shared directors, common ownership)",Vendor registration profile and governance structure compliant,Allocation distribution across implementing agencies well balanced,29,0.0,0.5,0.0,1.0.0,early_warning,2026-09-06T08:49:40.199372+00:00
MPLADS-004117,19.76,33.5,False,Contractor capacity and agency pairing metrics within normal parameters,Vendor registration profile and governance structure compliant,Allocation distribution across implementing agencies well balanced,36,0.0,0.0,0.0,1.0.0,early_warning,2026-09-06T08:49:40.199372+00:00
MPLADS-004118,33.72,58.28,False,Heavy agency monopolization (66.7% funding channeled through repeated agency-contractor pair),Vendor registration profile and governance structure compliant,Allocation distribution across implementing agencies well balanced,3,0.0,0.0,1.016,1.0.0,early_warning,2026-09-06T08:49:40.199372+00:00
MPLADS-004119,22.63,39.24,False,Elevated agency concentration (76.6% of vendor work tied to single implementing agency),High constituency allocation concentration (77.4% of works in single constituency),Allocation distribution across implementing agencies well balanced,12,0.0,0.0,0.0,1.0.0,early_warning,2026-09-06T08:49:40.199372+00:00
MPLADS-004120,26.78,47.02,False,Contractor backlog exceeds registered financial capacity (value-to-capacity ratio 1.71),Vendor registration profile and governance structure compliant,Allocation distribution across implementing agencies well balanced,27,0.708,0.0,0.0,1.0.0,early_warning,2026-09-06T08:49:40.199372+00:00
MPLADS-004121,12.35,18.22,False,High constituency allocation concentration (60.4% of works in single constituency),Vendor registration profile and governance structure compliant,Allocation distribution across implementing agencies well balanced,28,0.0,0.0,0.0,1.0.0,early_warning,2026-09-06T08:49:40.199372+00:00
MPLADS-004122,54.73,83.84,False,Heavy agency monopolization (82.1% funding channeled through repeated agency-contractor pair),Recent corporate board/director replacement registered for contractor,Allocation distribution across implementing agencies well balanced,10,0.0,0.0,0.74,1.0.0,early_warning,2026-09-06T08:49:40.199372+00:00
MPLADS-004123,51.5,80.5,False,High constituency allocation concentration (84.3% of works in single constituency),Vendor registration profile and governance structure compliant,Allocation distribution across implementing agencies well balanced,24,0.0,0.0,0.763,1.0.0,early_warning,2026-09-06T08:49:40.199372+00:00
MPLADS-004124,12.83,19.24,False,High constituency allocation concentration (82.6% of works in single constituency),Vendor registration profile and governance structure compliant,Allocation distribution across implementing agencies well balanced,15,0.0,0.0,0.0,1.0.0,early_warning,2026-09-06T08:49:40.199372+00:00
MPLADS-004125,32.39,56.2,False,Elevated agency concentration (80.0% of vendor work tied to single implementing agency),High constituency allocation concentration (74.7% of works in single constituency),Allocation distribution across implementing agencies well balanced,6,0.0,0.0,0.0,1.0.0,early_warning,2026-09-06T08:49:40.199372+00:00
MPLADS-004126,55.76,84.62,False,"Contractor identified with corporate collusion risk indicators (shared directors, common ownership)",Vendor registration profile and governance structure compliant,Allocation distribution across implementing agencies well balanced,35,0.0,0.5,0.0,1.0.0,early_warning,2026-09-06T08:49:40.199372+00:00
MPLADS-004127,22.3,38.58,False,High constituency allocation concentration (83.3% of works in single constituency),Vendor registration profile and governance structure compliant,Allocation distribution across implementing agencies well balanced,19,0.0,0.0,0.0,1.0.0,early_warning,2026-09-06T08:49:40.199372+00:00
MPLADS-004128,40.42,67.36,False,High constituency allocation concentration (82.5% of works in single constituency),Vendor registration profile and governance structure compliant,Allocation distribution across implementing agencies well balanced,9,0.0,0.0,0.211,1.0.0,early_warning,2026-09-06T08:49:40.199372+00:00
MPLADS-004129,5.42,6.64,False,Contractor capacity and agency pairing metrics within normal parameters,Vendor registration profile and governance structure compliant,Allocation distribution across implementing agencies well balanced,25,0.0,0.0,0.0,1.0.0,early_warning,2026-09-06T08:49:40.199372+00:00
MPLADS-004130,11.93,17.56,False,High constituency allocation concentration (62.0% of works in single constituency),Vendor registration profile and governance structure compliant,Allocation distribution across implementing agencies well balanced,37,0.0,0.0,0.0,1.0.0,early_warning,2026-09-06T08:49:40.199372+00:00
MPLADS-004131,15.78,25.82,False,Contractor capacity and agency pairing metrics within normal parameters,Vendor registration profile and governance structure compliant,Allocation distribution across implementing agencies well balanced,36,0.0,0.0,0.0,1.0.0,early_warning,2026-09-06T08:49:40.199372+00:00
MPLADS-004132,25.88,45.72,False,Elevated agency concentration (76.6% of vendor work tied to single implementing agency),High constituency allocation concentration (77.4% of works in single constituency),Allocation distribution across implementing agencies well balanced,12,0.0,0.0,0.0,1.0.0,early_warning,2026-09-06T08:49:40.199372+00:00
MPLADS-004133,26.6,46.88,False,Elevated agency concentration (82.6% of vendor work tied to single implementing agency),Vendor registration profile and governance structure compliant,Allocation distribution across implementing agencies well balanced,28,0.0,0.0,0.0,1.0.0,early_warning,2026-09-06T08:49:40.199372+00:00
MPLADS-004134,26.23,46.18,False,Elevated agency concentration (76.6% of vendor work tied to single implementing agency),High constituency allocation concentration (77.4% of works in single constituency),Allocation distribution across implementing agencies well balanced,12,0.0,0.0,0.0,1.0.0,early_warning,2026-09-06T08:49:40.199372+00:00
MPLADS-004135,29.85,52.24,False,Elevated historical irregularity record (4 past statutory audit findings),Vendor registration profile and governance structure compliant,Allocation distribution across implementing agencies well balanced,44,0.0,0.0,0.0,1.0.0,early_warning,2026-09-06T08:49:40.199372+00:00
MPLADS-004136,100.0,99.51,True,"Contractor identified with corporate collusion risk indicators (shared directors, shared address, common ownership)",Recent corporate ownership change registered prior to developmental contract award,Elevated agency concentration (79.5% of vendor work tied to single implementing agency),42,0.0,0.85,0.0,1.0.0,early_warning,2026-09-06T08:49:40.199372+00:00
MPLADS-004137,32.06,55.6,False,High constituency allocation concentration (71.8% of works in single constituency),Vendor registration profile and governance structure compliant,Allocation distribution across implementing agencies well balanced,33,0.0,0.0,0.0,1.0.0,early_warning,2026-09-06T08:49:40.199372+00:00
MPLADS-004138,34.49,59.08,False,Contractor backlog exceeds registered financial capacity (value-to-capacity ratio 2.18),Elevated historical irregularity record (2 past statutory audit findings),Allocation distribution across implementing agencies well balanced,40,1.184,0.0,0.0,1.0.0,early_warning,2026-09-06T08:49:40.199372+00:00
MPLADS-004139,9.88,13.72,False,Elevated agency concentration (89.8% of vendor work tied to single implementing agency),High constituency allocation concentration (61.5% of works in single constituency),Allocation distribution across implementing agencies well balanced,17,0.0,0.0,0.0,1.0.0,early_warning,2026-09-06T08:49:40.199372+00:00
MPLADS-004140,78.24,96.46,True,Contractor identified with corporate collusion risk indicators (shared address),Contractor backlog exceeds registered financial capacity (value-to-capacity ratio 2.53),Recent corporate board/director replacement registered for contractor,7,1.531,0.25,0.0,1.0.0,early_warning,2026-09-06T08:49:40.199372+00:00
MPLADS-004141,32.27,55.94,False,Contractor identified with corporate collusion risk indicators (shared address),Elevated agency concentration (79.3% of vendor work tied to single implementing agency),Allocation distribution across implementing agencies well balanced,23,0.0,0.25,0.0,1.0.0,early_warning,2026-09-06T08:49:40.199372+00:00
MPLADS-004142,23.58,41.22,False,Contractor capacity and agency pairing metrics within normal parameters,Vendor registration profile and governance structure compliant,Allocation distribution across implementing agencies well balanced,3,0.0,0.0,0.0,1.0.0,early_warning,2026-09-06T08:49:40.199372+00:00
MPLADS-004143,3.32,3.84,False,Contractor capacity and agency pairing metrics within normal parameters,Vendor registration profile and governance structure compliant,Allocation distribution across implementing agencies well balanced,16,0.0,0.0,0.0,1.0.0,early_warning,2026-09-06T08:49:40.199372+00:00
MPLADS-004144,61.06,88.38,False,Recent corporate board/director replacement registered for contractor,Elevated agency concentration (81.9% of vendor work tied to single implementing agency),High constituency allocation concentration (72.0% of works in single constituency),16,0.0,0.0,0.0,1.0.0,early_warning,2026-09-06T08:49:40.199372+00:00
MPLADS-004145,71.27,94.0,False,"Contractor identified with corporate collusion risk indicators (shared directors, common ownership)",Contractor backlog exceeds registered financial capacity (value-to-capacity ratio 2.24),Allocation distribution across implementing agencies well balanced,41,1.237,0.5,0.0,1.0.0,early_warning,2026-09-06T08:49:40.199372+00:00
MPLADS-004146,51.9,80.98,False,High constituency allocation concentration (66.7% of works in single constituency),Vendor registration profile and governance structure compliant,Allocation distribution across implementing agencies well balanced,10,0.0,0.0,1.298,1.0.0,early_warning,2026-09-06T08:49:40.199372+00:00
MPLADS-004147,9.06,12.34,False,Contractor capacity and agency pairing metrics within normal parameters,Vendor registration profile and governance structure compliant,Allocation distribution across implementing agencies well balanced,37,0.0,0.0,0.0,1.0.0,early_warning,2026-09-06T08:49:40.199372+00:00
MPLADS-004148,41.0,68.18,False,Contractor capacity and agency pairing metrics within normal parameters,Vendor registration profile and governance structure compliant,Allocation distribution across implementing agencies well balanced,3,0.0,0.0,0.0,1.0.0,early_warning,2026-09-06T08:49:40.199372+00:00
MPLADS-004149,29.54,51.64,False,High constituency allocation concentration (62.4% of works in single constituency),Vendor registration profile and governance structure compliant,Allocation distribution across implementing agencies well balanced,31,0.0,0.0,0.605,1.0.0,early_warning,2026-09-06T08:49:40.199372+00:00
MPLADS-004150,68.61,92.64,False,Recent corporate ownership change registered prior to developmental contract award,High constituency allocation concentration (69.9% of works in single constituency),Elevated historical irregularity record (2 past statutory audit findings),37,0.0,0.0,0.0,1.0.0,early_warning,2026-09-06T08:49:40.199372+00:00
MPLADS-004151,36.5,61.8,False,Elevated historical irregularity record (2 past statutory audit findings),Vendor registration profile and governance structure compliant,Allocation distribution across implementing agencies well balanced,38,0.0,0.0,0.0,1.0.0,early_warning,2026-09-06T08:49:40.199372+00:00
MPLADS-004152,53.19,82.36,False,"Contractor identified with corporate collusion risk indicators (shared directors, common ownership)",Vendor registration profile and governance structure compliant,Allocation distribution across implementing agencies well balanced,41,0.0,0.5,0.0,1.0.0,early_warning,2026-09-06T08:49:40.199372+00:00
MPLADS-004153,40.63,67.7,False,Recent corporate ownership change registered prior to developmental contract award,Vendor registration profile and governance structure compliant,Allocation distribution across implementing agencies well balanced,23,0.0,0.0,0.0,1.0.0,early_warning,2026-09-06T08:49:40.199372+00:00
MPLADS-004154,70.93,93.76,False,Contractor identified with corporate collusion risk indicators (shared address),Recent corporate board/director replacement registered for contractor,Elevated agency concentration (71.9% of vendor work tied to single implementing agency),35,0.0,0.25,0.0,1.0.0,early_warning,2026-09-06T08:49:40.199372+00:00
MPLADS-004155,8.63,11.44,False,Contractor capacity and agency pairing metrics within normal parameters,Vendor registration profile and governance structure compliant,Allocation distribution across implementing agencies well balanced,13,0.0,0.0,0.5,1.0.0,early_warning,2026-09-06T08:49:40.199372+00:00
MPLADS-004156,29.15,50.94,False,High constituency allocation concentration (82.9% of works in single constituency),Vendor registration profile and governance structure compliant,Allocation distribution across implementing agencies well balanced,41,0.0,0.0,0.797,1.0.0,early_warning,2026-09-06T08:49:40.199372+00:00
MPLADS-004157,60.55,88.12,False,Elevated agency concentration (76.8% of vendor work tied to single implementing agency),Vendor registration profile and governance structure compliant,Allocation distribution across implementing agencies well balanced,36,0.0,0.15,0.0,1.0.0,early_warning,2026-09-06T08:49:40.199372+00:00
MPLADS-004158,49.26,78.64,False,High constituency allocation concentration (66.7% of works in single constituency),Vendor registration profile and governance structure compliant,Allocation distribution across implementing agencies well balanced,10,0.0,0.0,0.516,1.0.0,early_warning,2026-09-06T08:49:40.199372+00:00
MPLADS-004159,26.52,46.66,False,Heavy agency monopolization (68.5% funding channeled through repeated agency-contractor pair),Vendor registration profile and governance structure compliant,Allocation distribution across implementing agencies well balanced,38,0.0,0.0,0.832,1.0.0,early_warning,2026-09-06T08:49:40.199372+00:00
MPLADS-004160,57.5,85.9,False,"Contractor identified with corporate collusion risk indicators (shared directors, common ownership)",Vendor registration profile and governance structure compliant,Allocation distribution across implementing agencies well balanced,13,0.0,0.5,0.0,1.0.0,early_warning,2026-09-06T08:49:40.199372+00:00
MPLADS-004161,4.44,5.08,False,Contractor capacity and agency pairing metrics within normal parameters,Vendor registration profile and governance structure compliant,Allocation distribution across implementing agencies well balanced,7,0.0,0.0,0.0,1.0.0,early_warning,2026-09-06T08:49:40.199372+00:00
MPLADS-004162,20.85,35.76,False,Contractor capacity and agency pairing metrics within normal parameters,Vendor registration profile and governance structure compliant,Allocation distribution across implementing agencies well balanced,38,0.0,0.0,0.0,1.0.0,early_warning,2026-09-06T08:49:40.199372+00:00
MPLADS-004163,42.1,69.7,False,Elevated historical irregularity record (2 past statutory audit findings),Vendor registration profile and governance structure compliant,Allocation distribution across implementing agencies well balanced,40,0.0,0.0,0.0,1.0.0,early_warning,2026-09-06T08:49:40.199372+00:00
MPLADS-004164,55.36,84.34,False,Recent corporate board/director replacement registered for contractor,High constituency allocation concentration (64.5% of works in single constituency),Allocation distribution across implementing agencies well balanced,22,0.0,0.0,0.0,1.0.0,early_warning,2026-09-06T08:49:40.199372+00:00
MPLADS-004165,14.8,23.82,False,Elevated agency concentration (70.6% of vendor work tied to single implementing agency),Vendor registration profile and governance structure compliant,Allocation distribution across implementing agencies well balanced,26,0.0,0.0,0.0,1.0.0,early_warning,2026-09-06T08:49:40.199372+00:00
MPLADS-004166,44.14,72.38,False,Contractor capacity and agency pairing metrics within normal parameters,Vendor registration profile and governance structure compliant,Allocation distribution across implementing agencies well balanced,42,0.0,0.0,0.417,1.0.0,early_warning,2026-09-06T08:49:40.199372+00:00
MPLADS-004167,10.98,15.78,False,Contractor capacity and agency pairing metrics within normal parameters,Vendor registration profile and governance structure compliant,Allocation distribution across implementing agencies well balanced,36,0.0,0.0,0.0,1.0.0,early_warning,2026-09-06T08:49:40.199372+00:00
MPLADS-004168,15.49,25.24,False,Elevated agency concentration (74.0% of vendor work tied to single implementing agency),High constituency allocation concentration (78.4% of works in single constituency),Allocation distribution across implementing agencies well balanced,8,0.0,0.0,0.0,1.0.0,early_warning,2026-09-06T08:49:40.199372+00:00
MPLADS-004169,19.8,33.66,False,Contractor capacity and agency pairing metrics within normal parameters,Vendor registration profile and governance structure compliant,Allocation distribution across implementing agencies well balanced,7,0.0,0.0,0.0,1.0.0,early_warning,2026-09-06T08:49:40.199372+00:00
MPLADS-004170,20.03,34.16,False,Contractor capacity and agency pairing metrics within normal parameters,Vendor registration profile and governance structure compliant,Allocation distribution across implementing agencies well balanced,15,0.0,0.0,0.0,1.0.0,early_warning,2026-09-06T08:49:40.199372+00:00
MPLADS-004171,66.36,91.46,False,Heavy agency monopolization (82.1% funding channeled through repeated agency-contractor pair),Recent corporate board/director replacement registered for contractor,Allocation distribution across implementing agencies well balanced,10,0.0,0.0,1.588,1.0.0,early_warning,2026-09-06T08:49:40.199372+00:00
MPLADS-004172,60.14,87.82,False,"Contractor identified with corporate collusion risk indicators (shared directors, common ownership)",Vendor registration profile and governance structure compliant,Allocation distribution across implementing agencies well balanced,12,0.0,0.5,0.0,1.0.0,early_warning,2026-09-06T08:49:40.199372+00:00
MPLADS-004173,5.71,7.1,False,Contractor capacity and agency pairing metrics within normal parameters,Vendor registration profile and governance structure compliant,Allocation distribution across implementing agencies well balanced,28,0.0,0.0,0.0,1.0.0,early_warning,2026-09-06T08:49:40.199372+00:00
MPLADS-004174,62.12,89.02,False,Recent corporate ownership change registered prior to developmental contract award,Heavy agency monopolization (83.1% funding channeled through repeated agency-contractor pair),Allocation distribution across implementing agencies well balanced,1,0.0,0.0,1.486,1.0.0,early_warning,2026-09-06T08:49:40.199372+00:00
MPLADS-004175,42.66,70.52,False,Elevated agency concentration (75.1% of vendor work tied to single implementing agency),Vendor registration profile and governance structure compliant,Allocation distribution across implementing agencies well balanced,8,0.0,0.0,0.0,1.0.0,early_warning,2026-09-06T08:49:40.199372+00:00
MPLADS-004176,12.48,18.48,False,High constituency allocation concentration (69.1% of works in single constituency),Vendor registration profile and governance structure compliant,Allocation distribution across implementing agencies well balanced,17,0.0,0.0,0.0,1.0.0,early_warning,2026-09-06T08:49:40.199372+00:00
MPLADS-004177,22.09,38.14,False,Contractor backlog exceeds registered financial capacity (value-to-capacity ratio 2.09),High constituency allocation concentration (75.7% of works in single constituency),Allocation distribution across implementing agencies well balanced,18,1.086,0.0,0.0,1.0.0,early_warning,2026-09-06T08:49:40.199372+00:00
MPLADS-004178,32.4,56.24,False,Contractor capacity and agency pairing metrics within normal parameters,Vendor registration profile and governance structure compliant,Allocation distribution across implementing agencies well balanced,23,0.0,0.0,0.586,1.0.0,early_warning,2026-09-06T08:49:40.199372+00:00
MPLADS-004179,20.17,34.38,False,Elevated historical irregularity record (2 past statutory audit findings),Vendor registration profile and governance structure compliant,Allocation distribution across implementing agencies well balanced,40,0.0,0.0,0.0,1.0.0,early_warning,2026-09-06T08:49:40.199372+00:00
