project_id,procurement_anomaly_score,procurement_anomaly_percentile,procurement_anomaly_flag,primary_reason,secondary_reason,tertiary_reason,bid_count,single_bid_flag,bid_competition_score,bid_price_similarity,repeated_winner_flag,model_version,mode,scored_at
MPLADS-004573,24.38,62.4,False,Compressed tender submission window (15 days vs statutory guidelines),Narrow qualified bidder pool (2 qualified bidders evaluated),Contract award amount aligned with initial technical estimates,3,0,0.5,0.908,0,1.0.0,early_warning,2026-09-06T08:43:12.956637+00:00
MPLADS-004574,13.08,28.24,False,Procurement bidding competition within normal parameters,Tender publication window and bidder participation compliant,Contract award amount aligned with initial technical estimates,7,0,1.0,0.901,0,1.0.0,early_warning,2026-09-06T08:43:12.956637+00:00
MPLADS-004575,27.85,69.76,False,High bid price similarity across competing tenders (95.7% quotation clustering),Tender publication window and bidder participation compliant,Contract award amount aligned with initial technical estimates,7,0,1.0,0.957,0,1.0.0,early_warning,2026-09-06T08:43:12.956637+00:00
MPLADS-004576,13.73,30.08,False,Substantial post-award contract amendment (+₹0.48 Lakhs added post-tender),Elevated bidder disqualification rate during technical evaluation (22.0%),Contract award amount aligned with initial technical estimates,5,0,0.833,0.976,0,1.0.0,early_warning,2026-09-06T08:43:12.956637+00:00
MPLADS-004577,11.88,24.16,False,Narrow qualified bidder pool (2 qualified bidders evaluated),Tender publication window and bidder participation compliant,Contract award amount aligned with initial technical estimates,3,0,0.5,0.882,0,1.0.0,early_warning,2026-09-06T08:43:12.956637+00:00
MPLADS-004578,9.94,18.22,False,High bid price similarity across competing tenders (98.0% quotation clustering),Tender publication window and bidder participation compliant,Contract award amount aligned with initial technical estimates,6,0,1.0,0.98,0,1.0.0,early_warning,2026-09-06T08:43:12.956637+00:00
MPLADS-004579,2.35,3.14,False,Elevated bidder disqualification rate during technical evaluation (22.1%),Tender publication window and bidder participation compliant,Contract award amount aligned with initial technical estimates,4,0,0.667,0.905,0,1.0.0,early_warning,2026-09-06T08:43:12.956637+00:00
MPLADS-004580,62.62,93.24,False,Substantial post-award contract amendment (+₹15.75 Lakhs added post-tender),Compressed tender submission window (14 days vs statutory guidelines),Contract award amount aligned with initial technical estimates,5,0,0.833,0.927,0,1.0.0,early_warning,2026-09-06T08:43:12.956637+00:00
MPLADS-004581,21.03,53.42,False,Elevated bidder disqualification rate during technical evaluation (24.8%),Tender publication window and bidder participation compliant,Contract award amount aligned with initial technical estimates,6,0,1.0,0.872,0,1.0.0,early_warning,2026-09-06T08:43:12.956637+00:00
MPLADS-004582,30.72,75.2,False,Procurement bidding competition within normal parameters,Tender publication window and bidder participation compliant,Contract award amount aligned with initial technical estimates,6,0,1.0,0.86,0,1.0.0,early_warning,2026-09-06T08:43:12.956637+00:00
MPLADS-004583,15.39,35.0,False,Procurement bidding competition within normal parameters,Tender publication window and bidder participation compliant,Contract award amount aligned with initial technical estimates,4,0,0.667,0.95,0,1.0.0,early_warning,2026-09-06T08:43:12.956637+00:00
MPLADS-004584,10.86,20.92,False,Elevated bidder disqualification rate during technical evaluation (20.9%),Tender publication window and bidder participation compliant,Contract award amount aligned with initial technical estimates,4,0,0.667,0.913,0,1.0.0,early_warning,2026-09-06T08:43:12.956637+00:00
MPLADS-004585,37.79,83.3,False,Compressed tender submission window (15 days vs statutory guidelines),Narrow qualified bidder pool (2 qualified bidders evaluated),Contract award amount aligned with initial technical estimates,3,0,0.5,0.92,1,1.0.0,early_warning,2026-09-06T08:43:12.956637+00:00
MPLADS-004586,27.71,69.46,False,High bid price similarity across competing tenders (94.2% quotation clustering),Compressed tender submission window (14 days vs statutory guidelines),Contract award amount aligned with initial technical estimates,4,0,0.667,0.942,0,1.0.0,early_warning,2026-09-06T08:43:12.956637+00:00
MPLADS-004587,0.0,0.51,False,Procurement bidding competition within normal parameters,Tender publication window and bidder participation compliant,Contract award amount aligned with initial technical estimates,6,0,1.0,0.885,0,1.0.0,early_warning,2026-09-06T08:43:12.956637+00:00
MPLADS-004588,6.33,9.28,False,Elevated bidder disqualification rate during technical evaluation (21.3%),Tender publication window and bidder participation compliant,Contract award amount aligned with initial technical estimates,6,0,1.0,0.931,0,1.0.0,early_warning,2026-09-06T08:43:12.956637+00:00
MPLADS-004589,21.36,54.26,False,Procurement bidding competition within normal parameters,Tender publication window and bidder participation compliant,Contract award amount aligned with initial technical estimates,7,0,1.0,0.873,1,1.0.0,early_warning,2026-09-06T08:43:12.956637+00:00
MPLADS-004590,19.21,47.68,False,Procurement bidding competition within normal parameters,Tender publication window and bidder participation compliant,Contract award amount aligned with initial technical estimates,5,0,0.833,0.865,0,1.0.0,early_warning,2026-09-06T08:43:12.956637+00:00
MPLADS-004591,15.5,35.6,False,Procurement bidding competition within normal parameters,Tender publication window and bidder participation compliant,Contract award amount aligned with initial technical estimates,3,0,0.5,0.907,0,1.0.0,early_warning,2026-09-06T08:43:12.956637+00:00
MPLADS-004592,23.42,59.94,False,High bid price similarity across competing tenders (98.9% quotation clustering),Substantial post-award contract amendment (+₹1.27 Lakhs added post-tender),Narrow qualified bidder pool (2 qualified bidders evaluated),3,0,0.5,0.989,0,1.0.0,early_warning,2026-09-06T08:43:12.956637+00:00
MPLADS-004593,12.3,25.4,False,High bid price similarity across competing tenders (98.1% quotation clustering),Tender publication window and bidder participation compliant,Contract award amount aligned with initial technical estimates,7,0,1.0,0.981,0,1.0.0,early_warning,2026-09-06T08:43:12.956637+00:00
MPLADS-004594,20.81,52.8,False,Procurement bidding competition within normal parameters,Tender publication window and bidder participation compliant,Contract award amount aligned with initial technical estimates,7,0,1.0,0.95,0,1.0.0,early_warning,2026-09-06T08:43:12.956637+00:00
MPLADS-004595,11.04,21.68,False,Procurement bidding competition within normal parameters,Tender publication window and bidder participation compliant,Contract award amount aligned with initial technical estimates,7,0,1.0,0.905,0,1.0.0,early_warning,2026-09-06T08:43:12.956637+00:00
MPLADS-004596,13.04,28.12,False,Narrow qualified bidder pool (2 qualified bidders evaluated),Tender publication window and bidder participation compliant,Contract award amount aligned with initial technical estimates,3,0,0.5,0.86,0,1.0.0,early_warning,2026-09-06T08:43:12.956637+00:00
MPLADS-004597,13.91,30.64,False,High bid price similarity across competing tenders (98.9% quotation clustering),Tender publication window and bidder participation compliant,Contract award amount aligned with initial technical estimates,7,0,1.0,0.989,0,1.0.0,early_warning,2026-09-06T08:43:12.956637+00:00
MPLADS-004598,97.99,98.5,True,Non-competitive single-bid procurement in accessible district (infrastructure gap 0.48),Tender awarded to frequent repeated winning vendor with low competition index (0.17),Contract award amount aligned with initial technical estimates,1,1,0.167,0.0,1,1.0.0,early_warning,2026-09-06T08:43:12.956637+00:00
MPLADS-004599,11.2,22.1,False,High bid price similarity across competing tenders (97.0% quotation clustering),Tender publication window and bidder participation compliant,Contract award amount aligned with initial technical estimates,4,0,0.667,0.97,0,1.0.0,early_warning,2026-09-06T08:43:12.956637+00:00
MPLADS-004600,32.61,77.66,False,Narrow qualified bidder pool (2 qualified bidders evaluated),Tender publication window and bidder participation compliant,Contract award amount aligned with initial technical estimates,3,0,0.5,0.87,1,1.0.0,early_warning,2026-09-06T08:43:12.956637+00:00
MPLADS-004601,17.92,43.58,False,Compressed tender submission window (14 days vs statutory guidelines),Tender publication window and bidder participation compliant,Contract award amount aligned with initial technical estimates,7,0,1.0,0.909,0,1.0.0,early_warning,2026-09-06T08:43:12.956637+00:00
MPLADS-004602,29.17,72.4,False,Narrow qualified bidder pool (2 qualified bidders evaluated),Tender publication window and bidder participation compliant,Contract award amount aligned with initial technical estimates,3,0,0.5,0.872,1,1.0.0,early_warning,2026-09-06T08:43:12.956637+00:00
MPLADS-004603,33.05,78.2,False,High bid price similarity across competing tenders (99.0% quotation clustering),Elevated bidder disqualification rate during technical evaluation (21.4%),Contract award amount aligned with initial technical estimates,4,0,0.667,0.99,0,1.0.0,early_warning,2026-09-06T08:43:12.956637+00:00
MPLADS-004604,26.45,67.12,False,Substantial post-award contract amendment (+₹1.57 Lakhs added post-tender),Compressed tender submission window (14 days vs statutory guidelines),Contract award amount aligned with initial technical estimates,3,0,0.5,0.963,0,1.0.0,early_warning,2026-09-06T08:43:12.956637+00:00
MPLADS-004605,23.0,58.96,False,Procurement bidding competition within normal parameters,Tender publication window and bidder participation compliant,Contract award amount aligned with initial technical estimates,6,0,1.0,0.852,0,1.0.0,early_warning,2026-09-06T08:43:12.956637+00:00
MPLADS-004606,72.9,94.3,False,High bid price similarity across competing tenders (94.2% quotation clustering),Substantial post-award contract amendment (+₹47.16 Lakhs added post-tender),Compressed tender submission window (14 days vs statutory guidelines),6,0,1.0,0.942,0,1.0.0,early_warning,2026-09-06T08:43:12.956637+00:00
MPLADS-004607,29.15,72.38,False,Procurement bidding competition within normal parameters,Tender publication window and bidder participation compliant,Contract award amount aligned with initial technical estimates,7,0,1.0,0.897,1,1.0.0,early_warning,2026-09-06T08:43:12.956637+00:00
MPLADS-004608,8.51,14.42,False,Procurement bidding competition within normal parameters,Tender publication window and bidder participation compliant,Contract award amount aligned with initial technical estimates,6,0,1.0,0.911,0,1.0.0,early_warning,2026-09-06T08:43:12.956637+00:00
MPLADS-004609,2.11,2.84,False,Procurement bidding competition within normal parameters,Tender publication window and bidder participation compliant,Contract award amount aligned with initial technical estimates,4,0,0.667,0.879,0,1.0.0,early_warning,2026-09-06T08:43:12.956637+00:00
MPLADS-004610,26.86,67.94,False,High bid price similarity across competing tenders (97.1% quotation clustering),Tender publication window and bidder participation compliant,Contract award amount aligned with initial technical estimates,7,0,1.0,0.971,0,1.0.0,early_warning,2026-09-06T08:43:12.956637+00:00
MPLADS-004611,29.42,72.84,False,Procurement bidding competition within normal parameters,Tender publication window and bidder participation compliant,Contract award amount aligned with initial technical estimates,5,0,0.833,0.853,1,1.0.0,early_warning,2026-09-06T08:43:12.956637+00:00
MPLADS-004612,44.74,87.8,False,Compressed tender submission window (15 days vs statutory guidelines),Narrow qualified bidder pool (2 qualified bidders evaluated),Elevated bidder disqualification rate during technical evaluation (21.3%),3,0,0.5,0.908,0,1.0.0,early_warning,2026-09-06T08:43:12.956637+00:00
MPLADS-004613,2.0,2.7,False,High bid price similarity across competing tenders (94.5% quotation clustering),Elevated bidder disqualification rate during technical evaluation (22.1%),Contract award amount aligned with initial technical estimates,5,0,0.833,0.944,0,1.0.0,early_warning,2026-09-06T08:43:12.956637+00:00
MPLADS-004614,11.62,23.32,False,Narrow qualified bidder pool (2 qualified bidders evaluated),Tender publication window and bidder participation compliant,Contract award amount aligned with initial technical estimates,3,0,0.5,0.857,0,1.0.0,early_warning,2026-09-06T08:43:12.956637+00:00
MPLADS-004615,18.55,45.2,False,Procurement bidding competition within normal parameters,Tender publication window and bidder participation compliant,Contract award amount aligned with initial technical estimates,6,0,1.0,0.896,0,1.0.0,early_warning,2026-09-06T08:43:12.956637+00:00
MPLADS-004616,81.38,94.64,False,Substantial post-award contract amendment (+₹93.73 Lakhs added post-tender),Tender publication window and bidder participation compliant,Contract award amount aligned with initial technical estimates,6,0,1.0,0.926,0,1.0.0,early_warning,2026-09-06T08:43:12.956637+00:00
MPLADS-004617,18.67,45.7,False,Procurement bidding competition within normal parameters,Tender publication window and bidder participation compliant,Contract award amount aligned with initial technical estimates,6,0,1.0,0.923,0,1.0.0,early_warning,2026-09-06T08:43:12.956637+00:00
MPLADS-004618,75.05,94.42,False,Substantial post-award contract amendment (+₹16.39 Lakhs added post-tender),Tender publication window and bidder participation compliant,Contract award amount aligned with initial technical estimates,6,0,1.0,0.978,0,1.0.0,early_warning,2026-09-06T08:43:12.956637+00:00
MPLADS-004619,1.67,2.4,False,High bid price similarity across competing tenders (97.9% quotation clustering),Tender publication window and bidder participation compliant,Contract award amount aligned with initial technical estimates,6,0,1.0,0.979,0,1.0.0,early_warning,2026-09-06T08:43:12.956637+00:00
MPLADS-004620,23.97,61.2,False,High bid price similarity across competing tenders (95.2% quotation clustering),Tender publication window and bidder participation compliant,Contract award amount aligned with initial technical estimates,7,0,1.0,0.952,0,1.0.0,early_warning,2026-09-06T08:43:12.956637+00:00
MPLADS-004621,31.88,77.02,False,Narrow qualified bidder pool (2 qualified bidders evaluated),Tender publication window and bidder participation compliant,Contract award amount aligned with initial technical estimates,3,0,0.5,0.968,1,1.0.0,early_warning,2026-09-06T08:43:12.956637+00:00
MPLADS-004622,12.58,26.34,False,Procurement bidding competition within normal parameters,Tender publication window and bidder participation compliant,Contract award amount aligned with initial technical estimates,6,0,1.0,0.942,0,1.0.0,early_warning,2026-09-06T08:43:12.956637+00:00
MPLADS-004623,18.67,45.74,False,Procurement bidding competition within normal parameters,Tender publication window and bidder participation compliant,Contract award amount aligned with initial technical estimates,4,0,0.667,0.907,0,1.0.0,early_warning,2026-09-06T08:43:12.956637+00:00
MPLADS-004624,15.91,36.96,False,Procurement bidding competition within normal parameters,Tender publication window and bidder participation compliant,Contract award amount aligned with initial technical estimates,3,0,0.5,0.857,0,1.0.0,early_warning,2026-09-06T08:43:12.956637+00:00
MPLADS-004625,19.32,48.06,False,Elevated bidder disqualification rate during technical evaluation (20.6%),Tender publication window and bidder participation compliant,Contract award amount aligned with initial technical estimates,6,0,1.0,0.938,0,1.0.0,early_warning,2026-09-06T08:43:12.956637+00:00
MPLADS-004626,8.65,14.88,False,Procurement bidding competition within normal parameters,Tender publication window and bidder participation compliant,Contract award amount aligned with initial technical estimates,4,0,0.667,0.918,0,1.0.0,early_warning,2026-09-06T08:43:12.956637+00:00
MPLADS-004627,20.68,52.44,False,Substantial post-award contract amendment (+₹0.50 Lakhs added post-tender),Tender publication window and bidder participation compliant,Contract award amount aligned with initial technical estimates,7,0,1.0,0.914,0,1.0.0,early_warning,2026-09-06T08:43:12.956637+00:00
MPLADS-004628,15.82,36.68,False,Procurement bidding competition within normal parameters,Tender publication window and bidder participation compliant,Contract award amount aligned with initial technical estimates,7,0,1.0,0.908,0,1.0.0,early_warning,2026-09-06T08:43:12.956637+00:00
MPLADS-004629,5.35,7.62,False,Procurement bidding competition within normal parameters,Tender publication window and bidder participation compliant,Contract award amount aligned with initial technical estimates,5,0,0.833,0.854,0,1.0.0,early_warning,2026-09-06T08:43:12.956637+00:00
MPLADS-004630,66.68,93.86,False,Substantial post-award contract amendment (+₹40.23 Lakhs added post-tender),Tender publication window and bidder participation compliant,Contract award amount aligned with initial technical estimates,4,0,0.667,0.863,0,1.0.0,early_warning,2026-09-06T08:43:12.956637+00:00
MPLADS-004631,21.86,55.7,False,Procurement bidding competition within normal parameters,Tender publication window and bidder participation compliant,Contract award amount aligned with initial technical estimates,4,0,0.667,0.944,0,1.0.0,early_warning,2026-09-06T08:43:12.956637+00:00
MPLADS-004632,31.36,76.14,False,Procurement bidding competition within normal parameters,Tender publication window and bidder participation compliant,Contract award amount aligned with initial technical estimates,4,0,0.667,0.865,1,1.0.0,early_warning,2026-09-06T08:43:12.956637+00:00
MPLADS-004633,23.53,60.3,False,Compressed tender submission window (15 days vs statutory guidelines),Elevated bidder disqualification rate during technical evaluation (23.4%),Contract award amount aligned with initial technical estimates,4,0,0.667,0.859,0,1.0.0,early_warning,2026-09-06T08:43:12.956637+00:00
MPLADS-004634,34.41,79.68,False,Elevated bidder disqualification rate during technical evaluation (23.6%),Tender publication window and bidder participation compliant,Contract award amount aligned with initial technical estimates,6,0,1.0,0.94,0,1.0.0,early_warning,2026-09-06T08:43:12.956637+00:00
MPLADS-004635,19.95,50.04,False,Substantial post-award contract amendment (+₹0.19 Lakhs added post-tender),Tender publication window and bidder participation compliant,Contract award amount aligned with initial technical estimates,3,0,0.5,0.866,0,1.0.0,early_warning,2026-09-06T08:43:12.956637+00:00
MPLADS-004636,15.44,35.42,False,High bid price similarity across competing tenders (94.0% quotation clustering),Tender publication window and bidder participation compliant,Contract award amount aligned with initial technical estimates,4,0,0.667,0.94,0,1.0.0,early_warning,2026-09-06T08:43:12.956637+00:00
MPLADS-004637,8.5,14.34,False,Procurement bidding competition within normal parameters,Tender publication window and bidder participation compliant,Contract award amount aligned with initial technical estimates,6,0,1.0,0.932,0,1.0.0,early_warning,2026-09-06T08:43:12.956637+00:00
MPLADS-004638,43.06,87.04,False,High bid price similarity across competing tenders (97.5% quotation clustering),Substantial post-award contract amendment (+₹11.34 Lakhs added post-tender),Contract award amount aligned with initial technical estimates,6,0,1.0,0.975,0,1.0.0,early_warning,2026-09-06T08:43:12.956637+00:00
MPLADS-004639,13.03,28.1,False,Procurement bidding competition within normal parameters,Tender publication window and bidder participation compliant,Contract award amount aligned with initial technical estimates,6,0,1.0,0.873,0,1.0.0,early_warning,2026-09-06T08:43:12.956637+00:00
MPLADS-004640,49.01,89.76,False,Substantial post-award contract amendment (+₹1.69 Lakhs added post-tender),Tender publication window and bidder participation compliant,Contract award amount aligned with initial technical estimates,7,0,1.0,0.885,0,1.0.0,early_warning,2026-09-06T08:43:12.956637+00:00
MPLADS-004641,14.7,32.94,False,Narrow qualified bidder pool (2 qualified bidders evaluated),Tender publication window and bidder participation compliant,Contract award amount aligned with initial technical estimates,3,0,0.5,0.905,0,1.0.0,early_warning,2026-09-06T08:43:12.956637+00:00
MPLADS-004642,36.44,82.14,False,Procurement bidding competition within normal parameters,Tender publication window and bidder participation compliant,Contract award amount aligned with initial technical estimates,6,0,1.0,0.9,1,1.0.0,early_warning,2026-09-06T08:43:12.956637+00:00
MPLADS-004643,33.19,78.44,False,Elevated bidder disqualification rate during technical evaluation (23.8%),Tender publication window and bidder participation compliant,Contract award amount aligned with initial technical estimates,7,0,1.0,0.927,0,1.0.0,early_warning,2026-09-06T08:43:12.956637+00:00
MPLADS-004644,19.22,47.74,False,Procurement bidding competition within normal parameters,Tender publication window and bidder participation compliant,Contract award amount aligned with initial technical estimates,7,0,1.0,0.928,1,1.0.0,early_warning,2026-09-06T08:43:12.956637+00:00
MPLADS-004645,18.66,45.66,False,High bid price similarity across competing tenders (97.0% quotation clustering),Compressed tender submission window (14 days vs statutory guidelines),Contract award amount aligned with initial technical estimates,5,0,0.833,0.97,0,1.0.0,early_warning,2026-09-06T08:43:12.956637+00:00
MPLADS-004646,23.65,60.66,False,Procurement bidding competition within normal parameters,Tender publication window and bidder participation compliant,Contract award amount aligned with initial technical estimates,6,0,1.0,0.869,0,1.0.0,early_warning,2026-09-06T08:43:12.956637+00:00
MPLADS-004647,25.17,64.14,False,High bid price similarity across competing tenders (98.9% quotation clustering),Substantial post-award contract amendment (+₹1.52 Lakhs added post-tender),Contract award amount aligned with initial technical estimates,7,0,1.0,0.989,0,1.0.0,early_warning,2026-09-06T08:43:12.956637+00:00
MPLADS-004648,10.17,18.94,False,Procurement bidding competition within normal parameters,Tender publication window and bidder participation compliant,Contract award amount aligned with initial technical estimates,6,0,1.0,0.867,0,1.0.0,early_warning,2026-09-06T08:43:12.956637+00:00
MPLADS-004649,93.4,97.28,True,Substantial post-award contract amendment (+₹0.78 Lakhs added post-tender),Single-bid procurement recorded in remote area (infrastructure gap 0.79),Contract award amount aligned with initial technical estimates,1,1,0.167,0.0,0,1.0.0,early_warning,2026-09-06T08:43:12.956637+00:00
MPLADS-004650,19.37,48.18,False,Procurement bidding competition within normal parameters,Tender publication window and bidder participation compliant,Contract award amount aligned with initial technical estimates,3,0,0.5,0.887,0,1.0.0,early_warning,2026-09-06T08:43:12.956637+00:00
MPLADS-004651,9.5,16.9,False,Procurement bidding competition within normal parameters,Tender publication window and bidder participation compliant,Contract award amount aligned with initial technical estimates,6,0,1.0,0.93,0,1.0.0,early_warning,2026-09-06T08:43:12.956637+00:00
MPLADS-004652,28.21,70.52,False,Narrow qualified bidder pool (2 qualified bidders evaluated),Tender publication window and bidder participation compliant,Contract award amount aligned with initial technical estimates,3,0,0.5,0.926,0,1.0.0,early_warning,2026-09-06T08:43:12.956637+00:00
MPLADS-004653,39.17,84.56,False,High bid price similarity across competing tenders (95.5% quotation clustering),Tender publication window and bidder participation compliant,Contract award amount aligned with initial technical estimates,7,0,1.0,0.955,0,1.0.0,early_warning,2026-09-06T08:43:12.956637+00:00
MPLADS-004654,9.93,18.14,False,Elevated bidder disqualification rate during technical evaluation (21.5%),Tender publication window and bidder participation compliant,Contract award amount aligned with initial technical estimates,5,0,0.833,0.851,0,1.0.0,early_warning,2026-09-06T08:43:12.956637+00:00
MPLADS-004655,0.03,1.04,False,High bid price similarity across competing tenders (94.6% quotation clustering),Tender publication window and bidder participation compliant,Contract award amount aligned with initial technical estimates,5,0,0.833,0.946,0,1.0.0,early_warning,2026-09-06T08:43:12.956637+00:00
MPLADS-004656,15.78,36.54,False,Narrow qualified bidder pool (2 qualified bidders evaluated),Tender publication window and bidder participation compliant,Contract award amount aligned with initial technical estimates,3,0,0.5,0.868,0,1.0.0,early_warning,2026-09-06T08:43:12.956637+00:00
MPLADS-004657,100.0,99.51,True,Non-competitive single-bid procurement in accessible district (infrastructure gap 0.35),Substantial post-award contract amendment (+₹1.41 Lakhs added post-tender),Contract award amount aligned with initial technical estimates,1,1,0.167,0.0,0,1.0.0,early_warning,2026-09-06T08:43:12.956637+00:00
MPLADS-004658,27.38,68.88,False,High bid price similarity across competing tenders (94.7% quotation clustering),Compressed tender submission window (15 days vs statutory guidelines),Elevated bidder disqualification rate during technical evaluation (22.0%),5,0,0.833,0.947,1,1.0.0,early_warning,2026-09-06T08:43:12.956637+00:00
MPLADS-004659,2.43,3.3,False,Procurement bidding competition within normal parameters,Tender publication window and bidder participation compliant,Contract award amount aligned with initial technical estimates,5,0,0.833,0.893,0,1.0.0,early_warning,2026-09-06T08:43:12.956637+00:00
MPLADS-004660,22.2,56.7,False,Elevated bidder disqualification rate during technical evaluation (24.5%),Tender publication window and bidder participation compliant,Contract award amount aligned with initial technical estimates,4,0,0.667,0.933,0,1.0.0,early_warning,2026-09-06T08:43:12.956637+00:00
MPLADS-004661,14.65,32.78,False,Compressed tender submission window (15 days vs statutory guidelines),Tender publication window and bidder participation compliant,Contract award amount aligned with initial technical estimates,3,0,0.5,0.937,0,1.0.0,early_warning,2026-09-06T08:43:12.956637+00:00
MPLADS-004662,86.44,95.26,True,Single-bid procurement recorded in remote area (infrastructure gap 0.67),Tender publication window and bidder participation compliant,Contract award amount aligned with initial technical estimates,1,1,0.167,0.0,0,1.0.0,early_warning,2026-09-06T08:43:12.956637+00:00
MPLADS-004663,18.43,44.76,False,Procurement bidding competition within normal parameters,Tender publication window and bidder participation compliant,Contract award amount aligned with initial technical estimates,3,0,0.5,0.95,0,1.0.0,early_warning,2026-09-06T08:43:12.956637+00:00
MPLADS-004664,14.02,30.82,False,Compressed tender submission window (15 days vs statutory guidelines),Tender publication window and bidder participation compliant,Contract award amount aligned with initial technical estimates,6,0,1.0,0.873,0,1.0.0,early_warning,2026-09-06T08:43:12.956637+00:00
MPLADS-004665,61.59,92.94,False,Substantial post-award contract amendment (+₹32.25 Lakhs added post-tender),Tender publication window and bidder participation compliant,Contract award amount aligned with initial technical estimates,4,0,0.667,0.987,1,1.0.0,early_warning,2026-09-06T08:43:12.956637+00:00
MPLADS-004666,25.11,64.0,False,Substantial post-award contract amendment (+₹1.27 Lakhs added post-tender),Tender publication window and bidder participation compliant,Contract award amount aligned with initial technical estimates,6,0,1.0,0.933,0,1.0.0,early_warning,2026-09-06T08:43:12.956637+00:00
MPLADS-004667,30.38,74.6,False,Narrow qualified bidder pool (2 qualified bidders evaluated),Tender publication window and bidder participation compliant,Contract award amount aligned with initial technical estimates,3,0,0.5,0.858,1,1.0.0,early_warning,2026-09-06T08:43:12.956637+00:00
MPLADS-004668,17.4,41.6,False,Compressed tender submission window (15 days vs statutory guidelines),Elevated bidder disqualification rate during technical evaluation (23.1%),Contract award amount aligned with initial technical estimates,4,0,0.667,0.915,0,1.0.0,early_warning,2026-09-06T08:43:12.956637+00:00
MPLADS-004669,3.33,4.56,False,High bid price similarity across competing tenders (94.5% quotation clustering),Tender publication window and bidder participation compliant,Contract award amount aligned with initial technical estimates,6,0,1.0,0.945,0,1.0.0,early_warning,2026-09-06T08:43:12.956637+00:00
MPLADS-004670,100.0,99.51,True,Non-competitive single-bid procurement in accessible district (infrastructure gap 0.46),Substantial post-award contract amendment (+₹3.60 Lakhs added post-tender),Elevated bidder disqualification rate during technical evaluation (22.9%),1,1,0.167,0.0,0,1.0.0,early_warning,2026-09-06T08:43:12.956637+00:00
MPLADS-004671,52.42,91.12,False,Substantial post-award contract amendment (+₹9.28 Lakhs added post-tender),Tender publication window and bidder participation compliant,Contract award amount aligned with initial technical estimates,3,0,0.5,0.863,0,1.0.0,early_warning,2026-09-06T08:43:12.956637+00:00
MPLADS-004672,5.86,8.5,False,Elevated bidder disqualification rate during technical evaluation (23.2%),Tender publication window and bidder participation compliant,Contract award amount aligned with initial technical estimates,3,0,0.5,0.918,0,1.0.0,early_warning,2026-09-06T08:43:12.956637+00:00
MPLADS-004673,45.97,88.48,False,Narrow qualified bidder pool (2 qualified bidders evaluated),Tender publication window and bidder participation compliant,Contract award amount aligned with initial technical estimates,3,0,0.5,0.92,0,1.0.0,early_warning,2026-09-06T08:43:12.956637+00:00
MPLADS-004674,13.43,29.22,False,Procurement bidding competition within normal parameters,Tender publication window and bidder participation compliant,Contract award amount aligned with initial technical estimates,6,0,1.0,0.976,0,1.0.0,early_warning,2026-09-06T08:43:12.956637+00:00
MPLADS-004675,13.43,29.2,False,High bid price similarity across competing tenders (95.7% quotation clustering),Elevated bidder disqualification rate during technical evaluation (20.1%),Contract award amount aligned with initial technical estimates,5,0,0.833,0.957,0,1.0.0,early_warning,2026-09-06T08:43:12.956637+00:00
MPLADS-004676,27.92,69.9,False,High bid price similarity across competing tenders (94.7% quotation clustering),Elevated bidder disqualification rate during technical evaluation (22.0%),Contract award amount aligned with initial technical estimates,7,0,1.0,0.947,1,1.0.0,early_warning,2026-09-06T08:43:12.956637+00:00
MPLADS-004677,43.31,87.18,False,Substantial post-award contract amendment (+₹2.47 Lakhs added post-tender),Elevated bidder disqualification rate during technical evaluation (24.5%),Contract award amount aligned with initial technical estimates,7,0,1.0,0.854,0,1.0.0,early_warning,2026-09-06T08:43:12.956637+00:00
MPLADS-004678,0.0,0.51,False,Procurement bidding competition within normal parameters,Tender publication window and bidder participation compliant,Contract award amount aligned with initial technical estimates,4,0,0.667,0.911,0,1.0.0,early_warning,2026-09-06T08:43:12.956637+00:00
MPLADS-004679,30.63,74.96,False,Procurement bidding competition within normal parameters,Tender publication window and bidder participation compliant,Contract award amount aligned with initial technical estimates,3,0,0.5,0.911,1,1.0.0,early_warning,2026-09-06T08:43:12.956637+00:00
MPLADS-004680,9.15,16.16,False,Procurement bidding competition within normal parameters,Tender publication window and bidder participation compliant,Contract award amount aligned with initial technical estimates,7,0,1.0,0.868,0,1.0.0,early_warning,2026-09-06T08:43:12.956637+00:00
MPLADS-004681,30.31,74.46,False,Substantial post-award contract amendment (+₹0.23 Lakhs added post-tender),Tender publication window and bidder participation compliant,Contract award amount aligned with initial technical estimates,7,0,1.0,0.907,1,1.0.0,early_warning,2026-09-06T08:43:12.956637+00:00
MPLADS-004682,36.97,82.6,False,Narrow qualified bidder pool (2 qualified bidders evaluated),Tender publication window and bidder participation compliant,Contract award amount aligned with initial technical estimates,3,0,0.5,0.908,0,1.0.0,early_warning,2026-09-06T08:43:12.956637+00:00
MPLADS-004683,11.03,21.62,False,Elevated bidder disqualification rate during technical evaluation (20.6%),Tender publication window and bidder participation compliant,Contract award amount aligned with initial technical estimates,5,0,0.833,0.932,0,1.0.0,early_warning,2026-09-06T08:43:12.956637+00:00
MPLADS-004684,65.83,93.74,False,Substantial post-award contract amendment (+₹10.30 Lakhs added post-tender),Elevated bidder disqualification rate during technical evaluation (23.7%),Contract award amount aligned with initial technical estimates,7,0,1.0,0.87,0,1.0.0,early_warning,2026-09-06T08:43:12.956637+00:00
